Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Date,IFNULLSign,Table Name,ValueNumberSigns,DateAdd,Raw Value,ScaledValue,Suffix,Value
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Number,1/06/2023,,owner_occupier_1,,1/07/2018,13499,13.499,k,13499
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Number,1/07/2023,,owner_occupier_1,,1/08/2018,11265,11.265,k,11265
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Number,1/08/2023,,owner_occupier_1,,1/09/2018,12026,12.026,k,12026
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2008,,owner_occupier_1,,1/09/2003,23179,23.179,k,23179
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2008,,owner_occupier_1,,1/10/2003,24628,24.628,k,24628
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2008,,owner_occupier_1,,1/11/2003,26300,26.3,k,26300
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2008,,owner_occupier_1,,1/12/2003,25479,25.479,k,25479
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2008,,owner_occupier_1,,1/01/2004,28781,28.781,k,28781
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2009,,owner_occupier_1,,1/02/2004,25218,25.218,k,25218
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2009,,owner_occupier_1,,1/03/2004,28778,28.778,k,28778
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2009,,owner_occupier_1,,1/04/2004,35861,35.861,k,35861
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2009,,owner_occupier_1,,1/05/2004,33040,33.04,k,33040
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2009,,owner_occupier_1,,1/06/2004,35307,35.307,k,35307
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2009,,owner_occupier_1,,1/07/2004,35614,35.614,k,35614
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2009,,owner_occupier_1,,1/08/2004,35178,35.178,k,35178
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2009,,owner_occupier_1,,1/09/2004,31368,31.368,k,31368
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2009,,owner_occupier_1,,1/10/2004,34593,34.593,k,34593
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2009,,owner_occupier_1,,1/11/2004,33572,33.572,k,33572
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2009,,owner_occupier_1,,1/12/2004,30913,30.913,k,30913
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2009,,owner_occupier_1,,1/01/2005,29373,29.373,k,29373
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2010,,owner_occupier_1,,1/02/2005,21010,21.01,k,21010
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2010,,owner_occupier_1,,1/03/2005,23327,23.327,k,23327
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2010,,owner_occupier_1,,1/04/2005,26529,26.529,k,26529
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2010,,owner_occupier_1,,1/05/2005,23214,23.214,k,23214
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2010,,owner_occupier_1,,1/06/2005,24776,24.776,k,24776
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2010,,owner_occupier_1,,1/07/2005,23976,23.976,k,23976
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2010,,owner_occupier_1,,1/08/2005,23711,23.711,k,23711
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2010,,owner_occupier_1,,1/09/2005,23490,23.49,k,23490
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2010,,owner_occupier_1,,1/10/2005,23603,23.603,k,23603
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2010,,owner_occupier_1,,1/11/2005,23299,23.299,k,23299
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2010,,owner_occupier_1,,1/12/2005,26056,26.056,k,26056
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2010,,owner_occupier_1,,1/01/2006,25421,25.421,k,25421
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2011,,owner_occupier_1,,1/02/2006,18081,18.081,k,18081
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2011,,owner_occupier_1,,1/03/2006,20397,20.397,k,20397
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2011,,owner_occupier_1,,1/04/2006,24611,24.611,k,24611
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2011,,owner_occupier_1,,1/05/2006,21298,21.298,k,21298
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2011,,owner_occupier_1,,1/06/2006,24766,24.766,k,24766
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2011,,owner_occupier_1,,1/07/2006,23559,23.559,k,23559
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2011,,owner_occupier_1,,1/08/2006,22444,22.444,k,22444
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2011,,owner_occupier_1,,1/09/2006,23989,23.989,k,23989
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2011,,owner_occupier_1,,1/10/2006,23393,23.393,k,23393
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2011,,owner_occupier_1,,1/11/2006,23118,23.118,k,23118
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2011,,owner_occupier_1,,1/12/2006,26501,26.501,k,26501
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2011,,owner_occupier_1,,1/01/2007,26047,26.047,k,26047
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2012,,owner_occupier_1,,1/02/2007,20550,20.55,k,20550
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2012,,owner_occupier_1,,1/03/2007,21399,21.399,k,21399
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2012,,owner_occupier_1,,1/04/2007,24264,24.264,k,24264
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2012,,owner_occupier_1,,1/05/2007,21492,21.492,k,21492
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2012,,owner_occupier_1,,1/06/2007,26311,26.311,k,26311
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2012,,owner_occupier_1,,1/07/2007,23751,23.751,k,23751
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2012,,owner_occupier_1,,1/08/2007,24166,24.166,k,24166
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2012,,owner_occupier_1,,1/09/2007,25526,25.526,k,25526
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2012,,owner_occupier_1,,1/10/2007,23505,23.505,k,23505
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2012,,owner_occupier_1,,1/11/2007,26604,26.604,k,26604
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2012,,owner_occupier_1,,1/12/2007,27172,27.172,k,27172
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2012,,owner_occupier_1,,1/01/2008,24142,24.142,k,24142
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2013,,owner_occupier_1,,1/02/2008,21584,21.584,k,21584
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2013,,owner_occupier_1,,1/03/2008,22751,22.751,k,22751
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2013,,owner_occupier_1,,1/04/2008,25818,25.818,k,25818
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2013,,owner_occupier_1,,1/05/2008,26904,26.904,k,26904
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2013,,owner_occupier_1,,1/06/2008,30348,30.348,k,30348
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2013,,owner_occupier_1,,1/07/2008,26393,26.393,k,26393
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2013,,owner_occupier_1,,1/08/2008,29220,29.22,k,29220
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2013,,owner_occupier_1,,1/09/2008,27030,27.03,k,27030
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2013,,owner_occupier_1,,1/10/2008,27185,27.185,k,27185
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2013,,owner_occupier_1,,1/11/2008,30470,30.47,k,30470
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2013,,owner_occupier_1,,1/12/2008,30775,30.775,k,30775
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2013,,owner_occupier_1,,1/01/2009,28423,28.423,k,28423
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2014,,owner_occupier_1,,1/02/2009,23891,23.891,k,23891
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2014,,owner_occupier_1,,1/03/2009,25354,25.354,k,25354
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2014,,owner_occupier_1,,1/04/2009,27877,27.877,k,27877
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2014,,owner_occupier_1,,1/05/2009,26869,26.869,k,26869
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2014,,owner_occupier_1,,1/06/2009,30037,30.037,k,30037
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2014,,owner_occupier_1,,1/07/2009,27793,27.793,k,27793
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2014,,owner_occupier_1,,1/08/2009,28979,28.979,k,28979
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2014,,owner_occupier_1,,1/09/2009,26870,26.87,k,26870
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2014,,owner_occupier_1,,1/10/2009,28256,28.256,k,28256
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2014,,owner_occupier_1,,1/11/2009,30005,30.005,k,30005
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2014,,owner_occupier_1,,1/12/2009,27718,27.718,k,27718
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2014,,owner_occupier_1,,1/01/2010,30223,30.223,k,30223
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2015,,owner_occupier_1,,1/02/2010,23427,23.427,k,23427
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2015,,owner_occupier_1,,1/03/2010,25222,25.222,k,25222
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2015,,owner_occupier_1,,1/04/2010,29642,29.642,k,29642
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2015,,owner_occupier_1,,1/05/2010,27020,27.02,k,27020
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2015,,owner_occupier_1,,1/06/2010,27401,27.401,k,27401
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2015,,owner_occupier_1,,1/07/2010,29257,29.257,k,29257
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2015,,owner_occupier_1,,1/08/2010,29280,29.28,k,29280
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2015,,owner_occupier_1,,1/09/2010,28302,28.302,k,28302
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2015,,owner_occupier_1,,1/10/2010,30604,30.604,k,30604
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2015,,owner_occupier_1,,1/11/2010,30056,30.056,k,30056
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2015,,owner_occupier_1,,1/12/2010,30547,30.547,k,30547
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2015,,owner_occupier_1,,1/01/2011,31344,31.344,k,31344
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2016,,owner_occupier_1,,1/02/2011,22648,22.648,k,22648
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2016,,owner_occupier_1,,1/03/2011,27013,27.013,k,27013
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2016,,owner_occupier_1,,1/04/2011,28693,28.693,k,28693
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2016,,owner_occupier_1,,1/05/2011,28435,28.435,k,28435
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2016,,owner_occupier_1,,1/06/2011,30974,30.974,k,30974
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2016,,owner_occupier_1,,1/07/2011,29713,29.713,k,29713
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2016,,owner_occupier_1,,1/08/2011,27095,27.095,k,27095
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2016,,owner_occupier_1,,1/09/2011,28521,28.521,k,28521
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2016,,owner_occupier_1,,1/10/2011,28118,28.118,k,28118
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2016,,owner_occupier_1,,1/11/2011,27725,27.725,k,27725
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2016,,owner_occupier_1,,1/12/2011,31777,31.777,k,31777
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2016,,owner_occupier_1,,1/01/2012,30412,30.412,k,30412
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2017,,owner_occupier_1,,1/02/2012,24493,24.493,k,24493
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2017,,owner_occupier_1,,1/03/2012,26479,26.479,k,26479
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2017,,owner_occupier_1,,1/04/2012,31884,31.884,k,31884
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2017,,owner_occupier_1,,1/05/2012,26126,26.126,k,26126
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2017,,owner_occupier_1,,1/06/2012,32973,32.973,k,32973
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2017,,owner_occupier_1,,1/07/2012,31308,31.308,k,31308
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2017,,owner_occupier_1,,1/08/2012,30346,30.346,k,30346
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2017,,owner_occupier_1,,1/09/2012,33349,33.349,k,33349
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2017,,owner_occupier_1,,1/10/2012,30545,30.545,k,30545
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2017,,owner_occupier_1,,1/11/2012,31605,31.605,k,31605
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2017,,owner_occupier_1,,1/12/2012,34175,34.175,k,34175
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2017,,owner_occupier_1,,1/01/2013,30135,30.135,k,30135
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2018,,owner_occupier_1,,1/02/2013,25248,25.248,k,25248
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2018,,owner_occupier_1,,1/03/2013,26410,26.41,k,26410
